company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,verification_status,services,coverage_area,member_since,profile_url,source_platform
Direct lofts,,Loft Conversion,,,5,1,,ID Checked; Public Liability Insurance,,,,https://www.myjobquote.co.uk/t/direct-lofts,myjobquote
Ss london construction ltd,,Loft Conversion,,,5,1,,ID Checked; Public Liability Insurance,,,Jan 2025,https://www.myjobquote.co.uk/t/ss-london-construction-ltd,myjobquote
ETBM.,,Loft Conversion,,,5,1,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/etbm,myjobquote
Solis Resorces &Co Ltd,,Loft Conversion,,,5,1,,ID Checked,,,Dec 2025,https://www.myjobquote.co.uk/t/solis-resorces-co-ltd,myjobquote
Mirjan,,Loft Conversion,,,5,7,,ID Checked,,,Sep 2025,https://www.myjobquote.co.uk/t/mirjan-4,myjobquote
SuperDry Roofing & Building Specialists,,Loft Conversion,,,5,12,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/superdry-roofing-building-specialists,myjobquote
Mac-jones builders Ltd,,Loft Conversion,,,2,1,,ID Checked,,,2019,https://www.myjobquote.co.uk/t/mac-jones-builders-ltd,myjobquote
Woodcove Carpentry,,Loft Conversion,,,2,1,,ID Checked,,,2014,https://www.myjobquote.co.uk/t/woodcove-carpentry,myjobquote
iMake ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,Nov 2023,https://www.myjobquote.co.uk/t/imake-ltd,myjobquote
Romus,,Loft Conversion,,,4.68,0,,ID Checked,,,Apr 2025,https://www.myjobquote.co.uk/t/romus,myjobquote
Caliber Engineering Services UK,,Loft Conversion,,,4.68,0,,ID Checked,,,2009,https://www.myjobquote.co.uk/t/caliber-engineering-services-uk,myjobquote
Peri builders ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,Jan 2022,https://www.myjobquote.co.uk/t/peri-builders-ltd,myjobquote
EAchilli,,Loft Conversion,,,4.68,0,,ID Checked,,,Apr 2025,https://www.myjobquote.co.uk/t/eachilli,myjobquote
EAchilli,,Loft Conversion,,,4.68,0,,ID Checked,,,Dec 2024,https://www.myjobquote.co.uk/t/justloft-roofing-ltd,myjobquote
Justloft roofing Ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,Dec 2023,https://www.myjobquote.co.uk/t/job-done-5,myjobquote
Job done,,Loft Conversion,,,4.68,0,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/thaci-construction-ltd,myjobquote
Mrh building and maintenance ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,Nov 2020,https://www.myjobquote.co.uk/t/mrh-building-and-maintenance-ltd,myjobquote
Piotr Zych,,Loft Conversion,,,4.68,0,,ID Checked; Public Liability Insurance,,,2007,https://www.myjobquote.co.uk/t/piotr-zych,myjobquote
D&A quality lofts,,Loft Conversion,,,4.68,0,,ID Checked; Public Liability Insurance,,,Mar 2021,https://www.myjobquote.co.uk/t/da-quality-lofts,myjobquote
RSJ building,,Loft Conversion,,,4.68,0,,,,,Mar 2026,https://www.myjobquote.co.uk/t/rsj-building,myjobquote
Wonder construction ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,2022,https://www.myjobquote.co.uk/t/wonder-construction-ltd,myjobquote
Wonder construction ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,Mar 2025,https://www.myjobquote.co.uk/t/dhot-construction-1,myjobquote
dhot construction,,Loft Conversion,,,4.68,0,,ID Checked; Public Liability Insurance,,,2025,https://www.myjobquote.co.uk/t/hunter-construction-3,myjobquote
Parkplace Developments,,Loft Conversion,,,4.68,0,,ID Checked,,,2015,https://www.myjobquote.co.uk/t/parkplace-developments,myjobquote
Watson Home & Building Solutions Ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,2018,https://www.myjobquote.co.uk/t/watson-home-building-solutions-ltd,myjobquote
VIC Construction Ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,2000,https://www.myjobquote.co.uk/t/vic-construction-ltd-1,myjobquote
L.D.E. Development Ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,2022,https://www.myjobquote.co.uk/t/lde-development-ltd,myjobquote
Wilmot and Carpentry Ltd,,Loft Conversion,,,4.68,0,,ID Checked,,,2005,https://www.myjobquote.co.uk/t/wilmot-and-carpentry-ltd,myjobquote
Abedin,,Loft Conversion,,,4.68,0,,,,,Jan 2023,https://www.myjobquote.co.uk/t/abedin,myjobquote
Abedin,,Loft Conversion,,,4.68,0,,ID Checked,,,2016,https://www.myjobquote.co.uk/t/pavelghorghe,myjobquote
Pavelghorghe,,Loft Conversion,,,4.68,0,,ID Checked,,,2024,https://www.myjobquote.co.uk/t/lw-renovations-ltd,myjobquote
Tomasz Wiater,,Loft Conversion,,,4.68,0,,ID Checked,,,2007,https://www.myjobquote.co.uk/t/tomasz-wiater,myjobquote
I vision development,,Loft Conversion,,,4.68,0,,ID Checked,,,Oct 2020,https://www.myjobquote.co.uk/t/i-vision-development,myjobquote
