company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,profile_url,platforms,platform_count,high_value
Folarinmaintains,,Access Control Door Entry,United Kingdom,,5,870,07877099631,https://www.ratedpeople.com/profile/folarinmaintains,ratedpeople,1,
Cn Construction&Gardening Ltd,,Access Control Door Entry,London,,5,781,07869146538,https://www.ratedpeople.com/profile/cn-constructionandgardening,ratedpeople,1,
Instalex,,Access Control Door Entry,Maidstone,,5,293,07919311808,https://www.ratedpeople.com/profile/instalex-south-east,ratedpeople,1,
ElectricFix Science Ltd,,Access Control Door Entry,London,,5,263,07833231034,https://www.ratedpeople.com/profile/electricfix-science,ratedpeople,1,
AM Electrical,,Access Control Door Entry,London,,5,255,07714188241,https://www.ratedpeople.com/profile/am-electrical-brent,ratedpeople,1,
Core Electrical South LTD,,Access Control Door Entry,Crawley,,5,218,,https://www.ratedpeople.com/profile/core-electrical-south,ratedpeople,1,
EPRLocksmith,,Access Control Door Entry,Ashford,,5,212,07454482395,https://www.ratedpeople.com/profile/eprlocksmith,ratedpeople,1,
Modern Bathrooms LT,,Access Control Door Entry,Gravesend,,5,209,,https://www.ratedpeople.com/profile/modern-living,ratedpeople,1,
RJ Mullan,,Access Control Door Entry,London,,5,199,07939168686,https://www.ratedpeople.com/profile/rjmullan,ratedpeople,1,
A & L Ever Ready Cleaning & Building Maintenance LTD,,Access Control Door Entry,Rainham,,5,198,07984262910,https://www.ratedpeople.com/profile/a-and-l-ever-ready-cleaning-and-building-maintenance,ratedpeople,1,
MM Smooth Constructions,,Access Control Door Entry,,,9,194,07533036734,https://www.ratedpeople.com/profile/mm-design-constructions,ratedpeople,1,
Jack Henry,,Access Control Door Entry,Glasgow,,4.5,192,,https://www.ratedpeople.com/profile/jack-henry,ratedpeople,1,
Allan Charles,,Access Control Door Entry,Ascot,,5,190,07947805529,https://www.ratedpeople.com/profile/arcconsultinguk,ratedpeople,1,
HomeSafe Electrical,,Access Control Door Entry,Birmingham,,5,188,07838273398,https://www.ratedpeople.com/profile/homesafe-electrical,ratedpeople,1,
Aaron Construction,,Access Control Door Entry,Gardens,,5,172,,https://www.ratedpeople.com/profile/aaron-construction,ratedpeople,1,
AGC Electrical,,Access Control Door Entry,Blackpool,,5,146,,https://www.ratedpeople.com/profile/agc-electrical,ratedpeople,1,
Your Property Developers,,Access Control Door Entry,Stanmore,,4.5,136,,https://www.ratedpeople.com/profile/ier-uk-limited,ratedpeople,1,
The Ruby Team,,Access Control Door Entry,London,,5,135,,https://www.ratedpeople.com/profile/therubyteam,ratedpeople,1,
ELLIS ELECTRICAL,,Access Control Door Entry,Ilford,,5,135,,https://www.ratedpeople.com/profile/ellis-electrical,ratedpeople,1,
Four Seasons Garden Care Services,,Access Control Door Entry,,,9,123,,https://www.ratedpeople.com/profile/four-seasons-garden-care-services,ratedpeople,1,
AA Electrical,,Access Control Door Entry,Bridgend,,5,190,07427331243,https://www.ratedpeople.com/profile/aa-electrical-bridgend,ratedpeople,1,
Neil Corcoran Electrical Contractor,,Access Control Door Entry,Ferndale,,5,90,,https://www.ratedpeople.com/profile/neil-corcoran-electrical-contractor,ratedpeople,1,
Roof & Electrical Technicians,,Access Control Door Entry,Bridgend,,4.5,84,,https://www.ratedpeople.com/profile/advanced-management-services,ratedpeople,1,
Third Generation Electrical,,Access Control Door Entry,Bristol,,5,80,,https://www.ratedpeople.com/profile/third-generation-electrical,ratedpeople,1,
Tsakonas Electrical Services,,Access Control Door Entry,Potters Bar,,5,80,,https://www.ratedpeople.com/profile/tsakonas-electrical-services,ratedpeople,1,
Mikelectrics,,Access Control Door Entry,Cardiff,,5,76,07747534616,https://www.ratedpeople.com/profile/michael-barrett,ratedpeople,1,
JH Mapp Fencing and Landscaping,,Access Control Door Entry,Ebbw Vale,,5,75,,https://www.ratedpeople.com/profile/jhmappfencing,ratedpeople,1,
Denton Electrical,,Access Control Door Entry,Chepstow,,5,64,07789393404,https://www.ratedpeople.com/profile/denton-electrical,ratedpeople,1,
SELECTROFIX LTD,,Access Control Door Entry,Cardiff,,4.5,59,07809768523,https://www.ratedpeople.com/profile/selectrofix,ratedpeople,1,
Cymraeg Construction,,Access Control Door Entry,Blackwood,,4.5,58,07498190215,https://www.ratedpeople.com/profile/cymraeg-home-improvements,ratedpeople,1,
ROME ELECTRICAL LTD,,Access Control Door Entry,Bristol,,5,56,,https://www.ratedpeople.com/profile/rome-electrical,ratedpeople,1,
R&M Electrical LTD,,Access Control Door Entry,Cardiff,,5,56,,https://www.ratedpeople.com/profile/relectrical,ratedpeople,1,
STEVE PARKER ELECTRICAL SERVICES LIMITED,,Access Control Door Entry,BRISTOL,,5,54,07710025365,https://www.ratedpeople.com/profile/steve-parker-electrical-services-limited,ratedpeople,1,
Excelsior Engineering,,Access Control Door Entry,Tydfil,,5,43,,https://www.ratedpeople.com/profile/excelsior-engineering,ratedpeople,1,
Electrical & More,,Access Control Door Entry,Swansea,,4,67,07301309271,https://www.ratedpeople.com/profile/electrical-and-more,ratedpeople,1,
NES Electrical Solutions,,Access Control Door Entry,Newport,,5,38,07880354115,https://www.ratedpeople.com/profile/nes-electrical-solutions,ratedpeople,1,
Sparks 4 U LTD,,Access Control Door Entry,Chelmsford,,5,38,,https://www.ratedpeople.com/profile/sparks-4-u,ratedpeople,1,
AVISEC LTD,,Access Control Door Entry,Aylesbury,,5,35,07772587906,https://www.ratedpeople.com/profile/avisec-,ratedpeople,1,
Jordan Burns,,Access Control Door Entry,Cardiff,,5,32,,https://www.ratedpeople.com/profile/jordan-burns,ratedpeople,1,
Quayside Electrical Services,,Access Control Door Entry,Southampton,,5,33,07359763478,https://www.ratedpeople.com/profile/liam-williams-southampton,ratedpeople,1,
TC Property Renovations,,Access Control Door Entry,Road,,5,253,,https://www.ratedpeople.com/profile/tc-joinery,ratedpeople,1,
