company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,profile_url,platforms,platform_count,high_value
Cn Construction&Gardening Ltd,,Garage Doors Installation Repair,London,,5,781,07869146538,https://www.ratedpeople.com/profile/cn-constructionandgardening,ratedpeople,1,
ElectricFix Science Ltd,,Garage Doors Installation Repair,London,,5,263,07833231034,https://www.ratedpeople.com/profile/electricfix-science,ratedpeople,1,
EPRLocksmith,,Garage Doors Installation Repair,Ashford,,5,212,07454482395,https://www.ratedpeople.com/profile/eprlocksmith,ratedpeople,1,
MM Smooth Constructions,,Garage Doors Installation Repair,,,9,194,07533036734,https://www.ratedpeople.com/profile/mm-design-constructions,ratedpeople,1,
Aaron Construction,,Garage Doors Installation Repair,Gardens,,5,172,,https://www.ratedpeople.com/profile/aaron-construction,ratedpeople,1,
Your Property Developers,,Garage Doors Installation Repair,Stanmore,,4.5,136,,https://www.ratedpeople.com/profile/ier-uk-limited,ratedpeople,1,
G Greaves Carpentry & Building Services,,Garage Doors Installation Repair,London,,4.5,101,07445766420,https://www.ratedpeople.com/profile/ggreaves-carpentry,ratedpeople,1,
Powers & Son,,Garage Doors Installation Repair,Worcester Park,,5,87,07973759611,https://www.ratedpeople.com/profile/powers-and-son,ratedpeople,1,
Jemeison Elite,,Garage Doors Installation Repair,London,,5,89,07908772998,https://www.ratedpeople.com/profile/jemeison-elite,ratedpeople,1,
MJB Electrical,,Garage Doors Installation Repair,Harlow,,5,92,07503619667,https://www.ratedpeople.com/profile/mjb-electrical-harlow,ratedpeople,1,
AA METAL FABRICATION LTD,,Garage Doors Installation Repair,,,10,67,07727656816,https://www.ratedpeople.com/profile/ark7,ratedpeople,1,
Andrey's Roofing and Building Services,,Garage Doors Installation Repair,Harrow,,5,95,07404303656,https://www.ratedpeople.com/profile/andrey-roofing-services,ratedpeople,1,
lockstar locksmith ltd,,Garage Doors Installation Repair,Birmingham,,4.5,65,,https://www.ratedpeople.com/profile/lockstar-locksmith,ratedpeople,1,
Cornel Ilea,,Garage Doors Installation Repair,,,10,64,,https://www.ratedpeople.com/profile/cornel-ilea,ratedpeople,1,
Fullerton Property Maintenance,,Garage Doors Installation Repair,London,,5,65,07831684633,https://www.ratedpeople.com/profile/fullertonpropertymaintenance,ratedpeople,1,
goldsmith building services,,Garage Doors Installation Repair,London,,5,61,07508898727,https://www.ratedpeople.com/profile/goldsmith-building-services,ratedpeople,1,
SLF LOCKSMITH AND CARPENTRY LTD,,Garage Doors Installation Repair,Kings Langley,,5,61,,https://www.ratedpeople.com/profile/a1-locksmiths,ratedpeople,1,
A CONSTRUCTION PROFESSIONAL BUILDS LIMITED,,Garage Doors Installation Repair,Dagenham,,4.5,55,07784985626,https://www.ratedpeople.com/profile/aconstructionbuilds,ratedpeople,1,
Edgars Constructions Ltd,,Garage Doors Installation Repair,Wembley,,5,52,07852523230,https://www.ratedpeople.com/profile/all-in-one-handy-services,ratedpeople,1,
Leonard Goli,,Garage Doors Installation Repair,London,,4.5,51,,https://www.ratedpeople.com/profile/leonard-goli,ratedpeople,1,
MK 24/7 SERVICES LTD,,Garage Doors Installation Repair,Bristol,,5,62,,https://www.ratedpeople.com/profile/timurs-mjagkijs,ratedpeople,1,
Cymraeg Construction,,Garage Doors Installation Repair,Blackwood,,4.5,58,07498190215,https://www.ratedpeople.com/profile/cymraeg-home-improvements,ratedpeople,1,
R&M Electrical LTD,,Garage Doors Installation Repair,Cardiff,,5,56,,https://www.ratedpeople.com/profile/relectrical,ratedpeople,1,
Radek Kruk,,Garage Doors Installation Repair,Shepton Mallet,,5,44,,https://www.ratedpeople.com/profile/radek-kruk,ratedpeople,1,
365 Quality Services Limited,,Garage Doors Installation Repair,Cheltenham,,5,32,,https://www.ratedpeople.com/profile/365-quality-services-limited,ratedpeople,1,
Mike Colwill Contracting,,Garage Doors Installation Repair,146 High Street.,,5,30,,https://www.ratedpeople.com/profile/mike-colwill-contracting,ratedpeople,1,
Tilda Design,,Garage Doors Installation Repair,,,10,22,,https://www.ratedpeople.com/profile/tilda-design,ratedpeople,1,
Rdw Electrical,,Garage Doors Installation Repair,Pontypridd,,5,18,,https://www.ratedpeople.com/profile/rdw-electrical,ratedpeople,1,
sos.build,,Garage Doors Installation Repair,Caerphilly,,4.5,18,,https://www.ratedpeople.com/profile/sosbuild,ratedpeople,1,
LCM Property Services,,Garage Doors Installation Repair,Bristol,,5,17,,https://www.ratedpeople.com/profile/lcm-property-services,ratedpeople,1,
JRH Construction,,Garage Doors Installation Repair,Tetbury,,4,22,07870519954,https://www.ratedpeople.com/profile/th-and-jones-painting-and-decorating,ratedpeople,1,
