company_name,owner_name,trade_type,location,website_url,overall_rating,review_count,phone,profile_url,platforms,platform_count,high_value
Cn Construction&Gardening Ltd,,Swimming Pool Maintenance,London,,5,781,07869146538,https://www.ratedpeople.com/profile/cn-constructionandgardening,ratedpeople,1,
Crystal Home Improvement & Gardening Services,,Swimming Pool Maintenance,London,,5,207,07894249212,https://www.ratedpeople.com/profile/o-and-t-builders,ratedpeople,1,
A & L Ever Ready Cleaning & Building Maintenance LTD,,Swimming Pool Maintenance,Rainham,,5,198,07984262910,https://www.ratedpeople.com/profile/a-and-l-ever-ready-cleaning-and-building-maintenance,ratedpeople,1,
Aaron Construction,,Swimming Pool Maintenance,Gardens,,5,172,,https://www.ratedpeople.com/profile/aaron-construction,ratedpeople,1,
The Ruby Team,,Swimming Pool Maintenance,London,,5,135,,https://www.ratedpeople.com/profile/therubyteam,ratedpeople,1,
Cristian Improvements,,Swimming Pool Maintenance,Watford,,5,121,07721734005,https://www.ratedpeople.com/profile/cris-handyman,ratedpeople,1,
Plum Building Services LTD,,Swimming Pool Maintenance,Welling,,5,99,07984190655,https://www.ratedpeople.com/profile/plum-property-services-limited,ratedpeople,1,
Absolute Plumbing,,Swimming Pool Maintenance,,,9,79,07478275040,https://www.ratedpeople.com/profile/absolute-plumbing-borehamwood,ratedpeople,1,
Andrey's Roofing and Building Services,,Swimming Pool Maintenance,Harrow,,5,95,07404303656,https://www.ratedpeople.com/profile/andrey-roofing-services,ratedpeople,1,
Imd buildingservices Ltd,,Swimming Pool Maintenance,London,,5,65,,https://www.ratedpeople.com/profile/imd-buildingservices,ratedpeople,1,
Cornel Ilea,,Swimming Pool Maintenance,,,10,64,,https://www.ratedpeople.com/profile/cornel-ilea,ratedpeople,1,
Fullerton Property Maintenance,,Swimming Pool Maintenance,London,,5,65,07831684633,https://www.ratedpeople.com/profile/fullertonpropertymaintenance,ratedpeople,1,
goldsmith building services,,Swimming Pool Maintenance,London,,5,61,07508898727,https://www.ratedpeople.com/profile/goldsmith-building-services,ratedpeople,1,
sfgardenscapes,,Swimming Pool Maintenance,Drive,,4.5,55,,https://www.ratedpeople.com/profile/sfgardenscapes,ratedpeople,1,
bs building service,,Swimming Pool Maintenance,Luton,,5,50,,https://www.ratedpeople.com/profile/bs-building-service,ratedpeople,1,
DETAILS CONSTRUCTION,,Swimming Pool Maintenance,London,,4.5,46,,https://www.ratedpeople.com/profile/details-decorating,ratedpeople,1,
MJJ Builders,,Swimming Pool Maintenance,Waltham Cross,,5,44,,https://www.ratedpeople.com/profile/mjj-builders,ratedpeople,1,
A-TECH BUILDING SERVICES LTD,,Swimming Pool Maintenance,Flitwick,,5,43,,https://www.ratedpeople.com/profile/a-tech-building-services,ratedpeople,1,
Groundforce1 Ltd,,Swimming Pool Maintenance,Bromley,,5,39,07923660568,https://www.ratedpeople.com/profile/one-4-gardens,ratedpeople,1,
Deluxe Developing,,Swimming Pool Maintenance,Aylesbury,,5,37,,https://www.ratedpeople.com/profile/deluxe-developments,ratedpeople,1,
DRAGON construction and maintenance servises,,Swimming Pool Maintenance,Bristol,,5,117,,https://www.ratedpeople.com/profile/dragon-construction-and-maintenance-servises,ratedpeople,1,
Rowland Heating,,Swimming Pool Maintenance,Wolverhampton,,4.5,96,,https://www.ratedpeople.com/profile/rowland-heating,ratedpeople,1,
Cymraeg Construction,,Swimming Pool Maintenance,Blackwood,,4.5,58,07498190215,https://www.ratedpeople.com/profile/cymraeg-home-improvements,ratedpeople,1,
Home Care Services 4U ltd,,Swimming Pool Maintenance,Taunton,,5,8,,https://www.ratedpeople.com/profile/steves-electrical-services,ratedpeople,1,
